bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,Pub_Month,Pub_Day,Pub_Year,publisher
4588,Extremely Loud and Incredibly Close,Jonathan Safran Foer,3.98,618711651,9.78E+12,eng,326,335477,19241,4,4,2006,MarinerBooks
7101,The 42nd Parallel (U.S.A.  #1),John Dos Passos,3.82,618056815,9.78E+12,eng,326,5290,321,5,25,2000,MarinerBooks
4950,The Hungry Tide,Amitav Ghosh,3.95,061871166X,9.78E+12,eng,333,11838,815,6,7,2006,MarinerBooks
44508,The Best American Spiritual Writing 2006,Philip Zaleski,3.5,618586458,9.78E+12,eng,336,29,11,10,11,2006,MarinerBooks
44524,Roald Dahl: A Biography,Jeremy Treglown,3.62,156001993,9.78E+12,eng,336,221,26,6,5,1995,MarinerBooks
18930,The Uses of Literature,Italo Calvino,4.07,156932504,9.78E+12,eng,341,900,32,10,21,1987,MarinerBooks
14946,The Complete Shorter Fiction of Virginia Woolf,Virginia Woolf,4.05,156212501,9.78E+12,eng,345,747,36,6,1,1989,MarinerBooks
2530,Baltasar and Blimunda,José Saramago,3.92,156005204,9.78E+12,eng,346,6184,284,10,16,1998,MarinerBooks
11044,The Diary of Anaïs Nin  Vol. 3: 1939-1944,Anaïs Nin,4.18,156260271,9.78E+12,eng,348,1392,40,3,24,1971,MarinerBooks
27345,The House of Life: Rachel Carson at Work,Paul Brooks,3.95,395517427,9.78E+12,eng,350,10,1,10,18,1989,MarinerBooks
14959,Strange Fits of Passion,Anita Shreve,3.76,156031396,9.78E+12,eng,352,7423,390,10,4,2005,MarinerBooks
18854,Three Guineas,Virginia Woolf,3.87,156031639,9.78E+12,eng,352,2423,125,7,3,2006,MarinerBooks
30810,Reefer Madness: Sex  Drugs  and Cheap Labor in the American Black Market,Eric Schlosser,3.78,618446702,9.78E+12,eng,352,5330,353,4,1,2004,MarinerBooks
31487,Unweaving the Rainbow: Science  Delusion and the Appetite for Wonder,Richard Dawkins,4.02,618056734,9.78E+12,eng,352,9377,189,4,5,2000,MarinerBooks
31960,The Best American Sports Writing 2003,Buzz Bissinger,3.87,618251324,9.78E+12,eng,352,53,2,10,10,2003,MarinerBooks
39535,Fabulous Small Jews,Joseph Epstein,3.9,618446583,9.78E+12,en-US,352,192,29,7,6,2004,MarinerBooks
44509,The Best American Travel Writing 2006,Tim Cahill,3.94,618582150,9.78E+12,eng,352,492,47,10,11,2006,MarinerBooks
14948,A Writer's Diary,Virginia Woolf,4.26,156027917,9.78E+12,eng,355,3345,133,3,31,2003,MarinerBooks
18518,The Diary of Virginia Woolf  Volume One: 1915-1919,Virginia Woolf,4.32,156260360,9.78E+12,eng,356,1281,40,5,15,1979,MarinerBooks
37380,The Heart Is a Lonely Hunter,Carson McCullers,3.98,618084746,9.78E+12,eng,359,77530,4685,9,8,2000,MarinerBooks
32281,Demonic Males: Apes and the Origins of Human Violence,Richard W. Wrangham,4.03,395877431,9.78E+12,en-US,368,686,64,11,14,1997,MarinerBooks
11037,The Diary of Anaïs Nin  Vol. 2: 1934-1939,Anaïs Nin,4.18,156260263,9.78E+12,eng,372,1775,47,3,25,1970,MarinerBooks
26503,Verbatim: From the bawdy to the sublime  the best writing on language for word lovers  grammar mavens  and armchair linguists,Erin McKean,3.59,015601209X,9.78E+12,eng,372,124,17,10,17,2001,MarinerBooks
27333,Silent Spring,Rachel Carson,3.97,618249060,9.78E+12,eng,378,30281,1694,10,22,2002,MarinerBooks
14947,The Diary of Virginia Woolf  Volume Two: 1920-1924,Virginia Woolf,4.37,156260379,9.78E+12,eng,384,383,11,9,17,1980,MarinerBooks
27457,King Leopold's Ghost,Adam Hochschild,4.15,618711678,9.78E+12,eng,384,102,20,4,1,2006,MarinerBooks
8148,Lectures on Literature,Vladimir Nabokov,4.34,156027755,9.78E+12,eng,385,1606,83,12,16,2002,MarinerBooks
7343,Tolkien and the Great War: The Threshold of Middle-earth,John Garth,3.71,618574816,9.78E+12,en-US,398,6230,109,6,1,2005,MarinerBooks
3649,The Last Life,Claire Messud,3.56,156011654,9.78E+12,eng,400,1426,201,9,28,2000,MarinerBooks
7104,1919 (U.S.A.  #2),John Dos Passos,4,618056823,9.78E+12,en-US,400,2185,137,5,25,2000,MarinerBooks
11033,The Seville Communion,Arturo Pérez-Reverte,3.68,156029812,9.78E+12,eng,400,3912,209,6,7,2004,MarinerBooks
44156,The Man Who Wasn't Maigret: A Portrait of Georges Simenon,Patrick Marnham,4.08,156000598,9.78E+12,eng,404,44,7,4,15,1994,MarinerBooks
18520,The Diary of Virginia Woolf  Volume Three: 1925-1930,Virginia Woolf,4.42,156260387,9.78E+12,eng,408,485,14,9,14,1981,MarinerBooks
44543,Slammerkin,Emma Donoghue,3.71,156007479,9.78E+12,eng,410,12551,1251,5,1,2002,MarinerBooks
25965,The Best American Sports Writing 2006,Michael     Lewis,3.75,618470220,9.78E+12,eng,416,84,5,10,11,2006,MarinerBooks
18519,The Diary of Virginia Woolf  Volume Five: 1936-1941,Virginia Woolf,4.5,156260409,9.78E+12,eng,424,231,8,9,30,1985,MarinerBooks
18362,The Diary of Anaïs Nin  Vol. 6: 1955-1966,Anaïs Nin,4.13,156260328,9.78E+12,eng,432,319,11,11,3,1977,MarinerBooks
20807,Inventing America: Jefferson's Declaration of Independence,Garry Wills,3.93,618257764,9.78E+12,eng,432,161,16,11,14,2002,MarinerBooks
3065,Natural Health  Natural Medicine,Andrew Weil,4.11,618479031,9.78E+12,en-US,448,580,41,12,9,2004,MarinerBooks
18349,"Fire: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1934-1937",Anaïs Nin,4.13,156003902,9.78E+12,eng,448,585,31,7,22,1996,MarinerBooks
41033,The Best American Mystery Stories 2004,Nelson DeMille,3.55,618329676,9.78E+12,eng,448,100,13,10,14,2004,MarinerBooks
7103,The Big Money (U.S.A.  #3),John Dos Passos,4.03,618056831,9.78E+12,en-US,464,2090,123,5,25,2000,MarinerBooks
9652,The Orwell Reader: Fiction  Essays  and Reportage,George Orwell,4.38,156701766,9.78E+12,eng,480,274,22,3,8,1961,MarinerBooks
10503,The Mysterious Flame of Queen Loana,Umberto Eco,3.35,156030438,9.78E+12,eng,480,8263,624,6,5,2006,MarinerBooks
18853,The Letters of Virginia Woolf: Volume Four  1929-1931,Virginia Woolf,4.41,156508842,9.78E+12,en-US,480,106,2,5,15,1981,MarinerBooks
28239,Dark Star Safari: Overland from Cairo to Cape Town,Paul Theroux,3.96,618446877,9.78E+12,eng,485,11216,724,4,5,2004,MarinerBooks
22478,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,4.25,618057072,9.78E+12,eng,491,3473,426,8,15,2000,MarinerBooks
27550,Walking with the Wind: A Memoir of the Movement,John             Lewis,4.49,156007088,9.78E+12,en-US,496,2052,253,10,18,1999,MarinerBooks
27668,Bury the Chains,Adam Hochschild,4.28,618619070,9.78E+12,eng,496,1342,178,2,10,2006,MarinerBooks
2327,The Letters of J.R.R. Tolkien,J.R.R. Tolkien,4.15,618056998,9.78E+12,eng,502,4689,171,6,6,2000,MarinerBooks
15298,The Return of the King (The Lord of the Rings  #3),J.R.R. Tolkien,4.53,618574972,9.78E+12,en-US,508,1635,74,6,1,2005,MarinerBooks
9507,Virginia Woolf: An Inner Life,Julia Briggs,4.15,156032295,9.78E+12,eng,544,635,21,11,6,2006,MarinerBooks
12569,Revenge of the Lawn / The Abortion / So the Wind Won't Blow it All Away,Richard Brautigan,4.29,395706742,9.78E+12,eng,544,2076,95,2,21,1995,MarinerBooks
18835,Virginia Woolf: A Biography,Quentin Bell,4.17,156935805,9.78E+12,eng,576,2583,66,3,20,1974,MarinerBooks
18849,The Letters of Virginia Woolf: Volume Six  1936-1941,Virginia Woolf,4.48,156508877,9.78E+12,eng,576,96,2,9,30,1982,MarinerBooks
27503,The Liberated Bride,A.B. Yehoshua,3.77,156030160,9.78E+12,en-US,576,457,44,10,4,2004,MarinerBooks
12570,A Confederate General from Big Sur / Dreaming of Babylon / The Hawkline Monster,Richard Brautigan,4.25,395547032,9.78E+12,en-US,608,1724,103,2,4,1991,MarinerBooks
12577,The Collected Stories,Eudora Welty,4.23,156189216,9.78E+12,eng,622,7084,202,2,1,1982,MarinerBooks
17841,Foucault's Pendulum,Umberto Eco,3.89,015603297X,9.78E+12,eng,623,46598,2074,3,5,2007,MarinerBooks
29435,Nixon Agonistes: The Crisis of the Self-Made Man,Garry Wills,4.12,618134328,9.78E+12,eng,640,430,32,11,14,2002,MarinerBooks
3104,E. M. Forster: A Life,P.N. Furbank,4.14,156286513,9.78E+12,eng,648,141,11,5,2,1994,MarinerBooks
44538,Life Mask,Emma Donoghue,3.5,156032643,9.78E+12,eng,672,1883,185,9,5,2005,MarinerBooks
17977,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Richard Dawkins,4.13,061861916X,9.78E+12,eng,688,20232,609,9,2,2005,MarinerBooks
14781,The Chosen: The Hidden History of Admission and Exclusion at Harvard  Yale  and Princeton,Jerome Karabel,4.08,061877355X,9.78E+12,eng,736,200,22,9,8,2006,MarinerBooks
12967,Winter's Tale,Mark Helprin,3.5,156031191,9.78E+12,eng,748,21851,3510,6,1,2005,MarinerBooks
34407,The Pirates Laffite: The Treacherous World of the Corsairs of the Gulf,William C. Davis,3.5,156032597,9.78E+12,eng,756,217,37,5,1,2006,MarinerBooks
25589,Memoirs of the Second World War,Winston S. Churchill,4.39,395599687,9.78E+12,eng,1088,438,39,9,17,1991,MarinerBooks
2331,The Lord of the Rings- 3 volumes set (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.5,618574999,9.78E+12,en-US,1438,232,9,6,1,2005,MarinerBooks
2329,The History of the Lord of the Rings (The History of Middle-earth #6-9),J.R.R. Tolkien,4.38,618083553,9.78E+12,en-US,1680,237,3,9,1,2000,MarinerBooks
25587,The Second World War,Winston S. Churchill,4.45,039541685X,9.78E+12,eng,4736,1493,99,5,9,1986,MarinerBooks
1226,Life of Pi,Yann Martel,3.91,156030209,9.78E+12,en-US,401,4318,668,5,3,2004,MarinerBooks
25192,Teach Us To Outgrow Our Madness,Kenzaburō Ōe,3.86,714530484,9.78E+12,eng,276,44,1,3,4,2000,MarionBoyarsPublishers
41369,Hooked: Film Writings 1985-1988,Pauline Kael,4.05,714529036,9.78E+12,eng,528,93,5,7,1,1990,MarionBoyarsPublishers
15087,Alfred Hitchcock and the Making of Psycho,Stephen Rebello,3.9,714530034,9.78E+12,en-GB,224,13,0,1,1,1998,MarionBoyarsPublishersLtd
33871,Quintessential Tarantino,Edwin Page,3.25,714531162,9.78E+12,eng,352,50,3,10,1,2005,MarionBoyarsPublishersLtd
44790,Lo único que no podrás hacer en el cielo,Mark Cahill,4.13,964366568,9.78E+12,spa,255,15,0,3,1,2007,MarkCahillMinistries
15704,Notebooks  1935-1951,Albert Camus,4.28,1569246661,9.78E+12,eng,496,553,12,9,1,1998,Marlowe&Company
22277,Kenang-Kenangan Seorang Geisha (Memoirs of a Geisha),Arthur Golden,4.11,9833346685,9.79E+12,msa,784,28,6,7,1,2006,MarshallCavendishEditions
12117,One  No One and One Hundred Thousand,Luigi Pirandello,4.1,941419746,9.78E+12,eng,176,3852,106,9,1,1992,MarsilioPublishers
22392,New X-Men  Volume 7: Here Comes Tomorrow,Grant Morrison,3.75,785113452,9.78E+12,eng,112,1797,55,11,15,2006,MarvelComics
3940,Supreme Power: Hyperion,J. Michael Straczynski,3.45,785118950,9.78E+12,eng,120,232,9,7,19,2006,MarvelComics
22345,New X-Men  Volume 4: Riot at Xavier's,Grant Morrison,4.06,785110674,9.78E+12,eng,120,2113,54,11,15,2006,MarvelComics
34544,X-Statix  Volume 1: Good Omens,Peter Milligan,3.97,785110593,9.78E+12,eng,128,400,17,1,1,2003,MarvelComics
7389,Runaways  Vol. 1: Pride and Joy,Brian K. Vaughan,3.97,785113797,9.78E+12,eng,144,24754,859,12,6,2006,MarvelComics
22351,New X-Men  Volume 1: E Is for Extinction,Grant Morrison,4.06,785108114,9.78E+12,eng,144,7602,135,9,27,2006,MarvelComics
31978,Ultimate X-Men  Vol. 14: Phoenix?,Robert Kirkman,3.7,078512019X,9.78E+12,eng,144,1409,28,10,4,2006,MarvelComics
40451,Black Widow: The Things They Say About Her,Richard K. Morgan,3.47,785117687,9.78E+12,eng,144,302,33,6,7,2006,MarvelComics
40452,Black Widow: Homecoming,Richard K. Morgan,3.79,785114939,9.78E+12,eng,144,617,43,5,11,2005,MarvelComics
31975,Astonishing X-Men  Volume 2: Dangerous,Joss Whedon,4.19,078511677X,9.78E+12,eng,152,10769,282,6,27,2007,MarvelComics
31979,Astonishing X-Men  Volume 1: Gifted,Joss Whedon,4.17,785115315,9.78E+12,eng,152,24262,557,5,10,2006,MarvelComics
31981,Astonishing X-Men  Volume 3: Torn,Joss Whedon,4.24,785117598,9.78E+12,eng,152,8900,241,2,14,2007,MarvelComics
21280,Ultimate Annuals  Volume 2,Charlie Huston,3.21,785123717,9.78E+12,eng,160,105,8,2,7,2007,MarvelComics
43739,Iron Man: Extremis,Warren Ellis,4.09,785122583,9.78E+12,eng,160,10792,290,2,14,2007,MarvelComics
30288,Laurell K. Hamilton's Anita Blake  Vampire Hunter: Guilty Pleasures vol 1,Laurell K. Hamilton,4.17,785127232,9.78E+12,eng,168,7302,250,7,18,2007,MarvelComics
16989,Spider-Man: Saga of the Sandman,Stan Lee,3.43,785124977,9.78E+12,eng,176,46,5,3,21,2007,MarvelComics
21320,Ultimate Spider-Man  Volume 16: Deadpool,Brian Michael Bendis,3.7,785119272,9.78E+12,eng,184,1474,58,9,13,2006,MarvelComics
32353,The New Mutants Classic  Vol. 1,Chris Claremont,3.75,785121943,9.78E+12,eng,240,697,43,5,3,2006,MarvelComics
15719,Marvel 1602,Neil Gaiman,3.94,785123113,9.78E+12,eng,248,48894,1354,8,2,2006,MarvelComics
21321,Ultimate Spider-Man  Volume 7,Brian Michael Bendis,4.1,078512148X,9.78E+12,eng,344,272,9,10,4,2006,MarvelComics
22365,New X-Men: Omnibus,Grant Morrison,4.23,785123261,9.78E+12,eng,1096,2952,112,12,6,2006,MarvelComics
16982,Marvels,Kurt Busiek,4.22,785100490,9.78E+12,eng,216,23519,482,1,10,2007,MarvelComics
41179,Miracleman  Book Three: Olympus,Alan Moore,4.39,1560600802,9.78E+12,eng,328,1768,93,4,21,2015,MarvelComics
35248,Essential Monster of Frankenstein  Vol. 1,Gary Friedrich,3.62,785116346,9.78E+12,eng,496,69,7,10,20,2004,MarvelComics
16999,Fantastic Four  Vol 5: Disassembled,Mark Waid,3.28,785115366,9.78E+12,eng,136,192,13,1,1,2005,MarvelComics
26673,The Punisher  Vol. 6: Confederacy of Dunces,Garth Ennis,4,785113444,9.78E+12,eng,144,289,11,4,1,2004,MarvelComics
43725,NextWave: Agents of H.A.T.E.  Vol. 1: This is What They Want,Warren Ellis,4.16,785122788,9.78E+12,eng,144,4119,184,9,13,2006,MarvelComics
43915,Magician: Apprentice Volume 1  (Raymond E. Feist's Magician: Apprentice #1),Raymond E. Feist,4.45,785127224,9.78E+12,eng,168,19895,114,5,30,2007,MarvelComics
16995,Fantastic Four  Volume 3,Mark Waid,3.95,785120114,9.78E+12,eng,256,118,5,11,23,2005,MarvelComics
16993,Fantastic Four  Volume 2,Mark Waid,3.92,078511775X,9.78E+12,eng,264,96,8,3,16,2005,MarvelComics
16986,Marvels,Kurt Busiek,4.22,785113886,9.78E+12,eng,398,146,25,1,1,2004,MarvelComics
4943,Hungry Planet,Peter Menzel,4.44,1580086810,9.78E+12,eng,288,1455,193,10,1,2005,MaterialWorld
5966,Edward Lear's Book of Nonsense: With Lear's Original Illustrations,Edward Lear,3.65,1888297018,9.78E+12,eng,46,71,8,11,1,1995,MaximaNewMedia
9464,A Guided Tour of 5 Works by Plato: Euthyphro/Apology/Crito/Phaedo/Cave,Christopher Biffle,4.33,1559343567,9.78E+12,eng,125,9,1,12,28,1995,MayfieldPublishingCompany
31670,The Jane Austen Cookbook,Maggie Black,3.93,771014171,9.78E+12,eng,128,275,26,5,10,2002,McClelland&Stewart
41567,The Handmaid's Tale,Margaret Atwood,4.11,771008740,9.78E+12,eng,368,1185,89,9,19,2006,McClelland&Stewart
9816,The View From Castle Rock,Alice Munro,3.68,771065264,9.78E+12,eng,368,53,12,11,19,2008,McClellandandStewart
20157,McDougal Littell Science: Student Edition Grade 6 Earth Science 2006,McDougal Littell,2,618615385,9.78E+12,eng,972,3,0,4,12,2005,McDougalLittel
29965,The War of the Worlds,H.G. Wells,3.82,786407808,9.78E+12,eng,321,16,1,4,30,2001,McFarland&Company
43536,Wooden: A Lifetime of Observations and Reflections On and Off the Court,John Wooden,4.45,809230410,9.78E+12,eng,201,3429,274,4,22,1997,McGraw-Hill
135,What to Sell on ebay and Where to Get It: The Definitive Guide to Product Sourcing for eBay and Beyond,Chris Malta,3.62,72262788,9.78E+12,eng,260,24,0,1,24,2006,McGraw-Hill
26407,The Philosophy of Hegel,Georg Wilhelm Friedrich Hegel,3.37,75536552,9.78E+12,eng,552,15,4,2,1,1965,McGraw-Hill
25252,Von Helden Und Schelmen: Tall Tales and Legends for Intermediate Students of German,Kurt Reiter,4,844222593,9.78E+12,ger,88,4,2,1,1,1989,McGraw-Hill
33671,Virgin,James Patterson,3.86,70488207,9.78E+12,eng,210,307,28,1,1,1980,McGraw-Hill
42863,Mission Possible,Kenneth H. Blanchard,3.44,71348271,9.78E+12,eng,242,0,0,4,30,1999,McGraw-Hill
21214,Practice Makes Perfect: Italian Verb Tenses,Paola Nanni-Tate,4,71451382,9.78E+12,eng,252,9,1,11,23,2005,McGraw-Hill
36450,Dracula Was a Woman: In Search of the Blood Countess of Transylvania,Raymond T. McNally,3.52,70456712,9.78E+12,eng,254,155,25,6,1,1987,McGraw-Hill
40146,Dear Genius...: A Memoir of My Life with Truman Capote,Jack Dunphy,3.33,70183171,9.78E+12,eng,275,36,6,12,1,1987,McGraw-Hill
25639,McGraw-Hill's SAT I (McGraw-Hill's SAT I),Christopher   Black,3.67,007146235X,9.78E+12,eng,890,0,0,10,1,2005,McGraw-Hill
2595,Marketing Warfare,Al Ries,4.11,71460829,9.78E+12,eng,216,942,59,12,13,2005,McGraw-Hill
6764,Easy French Reader,R. de Roussy de Sales,3.85,71428488,9.78E+12,eng,228,297,33,9,17,2003,McGraw-Hill
15014,Crucial Conversations: Tools for Talking When Stakes Are High,Kerry Patterson,4.03,71401946,9.78E+12,eng,240,40400,2256,7,9,2002,McGraw-Hill
33448,Positioning: The Battle for Your Mind,Al Ries,4.04,71359168,9.78E+12,en-US,246,126,9,1,18,2001,McGraw-Hill
27247,The Complete Book of Home  Site and Office Security: Selecting  Installing and Troubleshooting Systems and Devices,Bill   Phillips,3.5,71467440,9.78E+12,eng,309,2,0,8,1,2006,McGraw-Hill
20679,Advanced Statistics Demystified,Larry J. Stephens,4,71432426,9.78E+12,eng,324,9,0,6,7,2004,McGraw-Hill
26090,The Dissociative Identity Disorder Sourcebook,Deborah Bray Haddock,4.16,737303948,9.78E+12,eng,336,276,19,8,21,2001,McGraw-Hill
22562,Slim to None: A Journey Through the Wasteland of Anorexia Treatment,Jennifer Hendricks,3.63,71433716,9.78E+12,eng,384,580,21,2,4,2004,McGraw-Hill
3293,Diez Cuentos de Eva Luna Con Guia de Comprension y Repaso de Gramatica,Isabel Allende,3.97,007001356X,9.78E+12,eng,256,10,1,12,1,1994,McGraw-Hill
2228,The Last Dance: Encountering Death and Dying,Lynne Ann DeSpelder,3.77,72920963,9.78E+12,eng,664,123,13,2,6,2004,McGraw-Hill
25688,Complete Works of Tacitus,Tacitus,4.29,75536390,9.78E+12,eng,773,280,13,9,1,1964,McGraw-Hill
30258,Harrison's Principles of Internal Medicine,Dennis L. Kasper,4.35,71391401,9.78E+12,eng,2751,23,4,7,27,2004,McGraw-Hill
28467,Sclerotherapy and vein treatment,Robert A. Weiss,0,71485422,9.78E+12,eng,248,0,0,12,30,2011,McGraw-Hill
40012,Goodman & Gilman's the Pharmacological Basis of Therapeutics,Laurence L. Brunton,4.29,71422803,9.78E+12,eng,2021,185,8,9,21,2005,McGraw-Hill
28902,Heat and Mass Transfer,Yunus A. Cengel,4.15,007325035X,9.78E+12,eng,901,188,3,1,4,2006,McGraw-Hill
28748,The Very Persistent Gappers of Frip,George Saunders,4.11,1932416374,9.78E+12,eng,84,2457,356,3,29,2006,McSweeney's
4260,The Polysyllabic Spree,Nick Hornby,3.73,1932416242,9.78E+12,eng,143,6828,621,11,30,2004,McSweeney's
4259,Housekeeping vs. the Dirt,Nick Hornby,3.88,1932416595,9.78E+12,eng,153,2636,302,9,13,2006,McSweeney's
43433,McSweeney's #18,Dave Eggers,3.72,1932416382,9.78E+12,eng,200,407,31,12,8,2005,McSweeney's
4956,How We Are Hungry: Stories,Dave Eggers,3.75,1932416137,9.78E+12,eng,218,488,38,10,13,2004,McSweeney's
43437,McSweeney's #19,Dave Eggers,3.8,193241648X,9.78E+12,en-GB,250,305,15,4,10,2006,McSweeney's
15592,McSweeney's #12,Dave Eggers,3.87,1932416064,9.78E+12,eng,273,188,7,12,1,2003,McSweeney's
43438,McSweeney's #11,Dave Eggers,3.94,1932416013,9.78E+12,eng,293,171,6,7,1,2003,McSweeney's
15606,McSweeney's #24,Dave Eggers,3.8,1932416773,9.78E+12,eng,300,277,31,5,28,2007,McSweeney's
43423,McSweeney's #14,Dave Eggers,3.73,1932416129,9.78E+12,eng,306,334,21,9,27,2004,McSweeney's
4952,What Is the What,Dave Eggers,4.16,1932416641,9.78E+12,eng,475,65767,6203,10,18,2006,McSweeney's
43419,Surviving Justice: America's Wrongfully Convicted and Exonerated,Scott Turow,4.29,1932416234,9.78E+12,eng,489,264,32,11,4,2005,McSweeney's
13505,Tuf Voyaging,George R.R. Martin,4.1,1592220045,9.78E+12,en-US,448,62,7,11,10,2004,MeishaMerlinPublishing
28658,Traitor's Knot (Wars of Light and Shadow  #7),Janny Wurts,4.2,1592220827,9.78E+12,eng,574,434,7,8,30,2006,MeishaMerlinPublishing
28671,To Ride Hell's Chasm,Janny Wurts,3.82,159222024X,9.78E+12,eng,672,337,46,3,8,2005,MeishaMerlinPublishing
19124,Children of the Star (Children of the Star  #1-3),Sylvia Engdahl,4.24,1892065142,9.78E+12,eng,728,168,12,1,10,2000,MeishaMerlinPublishing
29069,Deluxe Encyclopedia of Mandolin Chords,John  Baxter,3.83,786647973,9.78E+12,eng,72,6,0,3,1,2000,MelBayPublicationsInc.
43476,The Criss Cross,Crystal Lacey Winslow,4.2,971702128,9.78E+12,en-US,360,110,16,8,1,2004,MelodramaPublishing
3532,First Love,Ivan Turgenev,3.78,974607894,9.78E+12,eng,124,5856,310,9,1,2004,MelvilleHousePublishing
31049,Sister Bernadette's Barking Dog: The Quirky History and Lost Art of Diagramming Sentences,Kitty Burns Florey,3.59,1933633107,9.78E+12,eng,154,705,191,10,1,2006,MelvilleHousePublishing
41044,Day and Night,Better Homes and Gardens,0,696018829,9.78E+12,eng,32,0,1,3,1,1989,MeredithCorporation
3554,The Modern Prince: Charles J. Haughey and the Quest for Power,Justin   O'Brien,3.5,1903582415,9.78E+12,eng,212,4,0,4,28,2003,MerlinPublishing
32386,El Retrato De Dorian Gray,Oscar Wilde,4.08,849531178X,9.79E+12,spa,251,43,5,4,7,2006,MestasEdiciones
8814,A Clockwork Orange (Stage Play),Anthony Burgess,3.84,413735907,9.78E+12,eng,51,28,2,3,10,2017,MethuenDrama
12457,Boys' Life & Search and Destroy,Howard Korder,3.76,413712001,9.78E+12,en-GB,160,17,0,12,1,2006,MethuenPublishing
9897,Jesus' Son,Denis Johnson,4.09,041377242X,9.78E+12,eng,192,321,30,1,23,2007,MethuenPublishing
12120,Three Plays,Luigi Pirandello,3.74,413575608,9.78E+12,eng,200,7,0,6,1,1985,MethuenPublishing
40226,Angels: Celestial Spirits in Legend & Art,Jacqueline Carey,4,1567996035,9.78E+12,en-US,128,42,3,11,1,1997,MetroBooks
44269,The American Heritage New History of the Civil War,Bruce Catton,4.11,1586631985,9.78E+12,eng,630,104,2,10,1,2001,MetroBooks
7430,The Nubian Prince,Juan Bonilla,3.54,805077812,9.78E+12,en-US,258,61,10,6,27,2006,MetropolitanBooks
12630,Imperial Ambitions: Conversations on the Post-9/11 World,Noam Chomsky,3.97,080507967X,9.78E+12,eng,226,1776,90,10,5,2005,MetropolitanBooks
8572,Banker,Dick Francis,4.06,718132386,9.78E+12,eng,288,3092,132,10,3,2000,MichaelJoseph
41404,The Savage Wars Of Peace: Soldiers' Voices 1945-1989,Charles Allen,4.5,718128826,9.78E+12,eng,290,1,0,10,1,1990,MichaelJosephLtd./PenguinBooksLtd.
10552,The Wicked Wit of Charles Dickens,Shelley Klein,3.55,1854790471,9.78E+12,eng,162,30,6,9,1,2002,MichaelO'Mara
41900,J.K. Rowling - A Biography,Sean Smith,3.73,1843170175,9.78E+12,eng,248,937,41,5,1,2003,MichaelO'Mara
43940,Object Thinking,David      West,3.99,735619654,9.78E+12,eng,334,155,21,7,23,2019,MicrosoftPress
44882,Code,Charles Petzold,4.39,735611319,9.78E+12,eng,400,4919,418,10,21,2000,MicrosoftPress
44916,Writing Secure Code,Michael  Howard,4.01,735617228,9.78E+12,en-US,768,328,10,12,14,2002,MicrosoftPress
4845,Code Complete,Steve McConnell,4.29,735619670,9.78E+12,en-US,914,7059,326,6,19,2004,MicrosoftPress
43988,Life Is a Caravanserai,Emine Sevgi Özdamar,3.71,189825334X,9.78E+12,eng,270,89,8,8,30,2000,MiddlesexUniversityPress
37569,The Buddha in Your Mirror: Practical Buddhism and the Search for Self,Woody Hochswender,4.28,967469783,9.78E+12,eng,230,732,72,10,1,2001,MiddlewayPress
19052,June Bug (Murder-by-Month Mystery #2),Jess Lourey,3.56,738709123,9.78E+12,eng,229,764,71,3,8,2007,MidnightInk
34187,The Brooklyn Bridge (Wonders of the World),Elizabeth Mann,4.44,1931414165,9.78E+12,eng,46,37,6,9,12,2006,MikayaPress
14064,I Am Legend,Richard Matheson,4.07,1857988094,9.78E+12,eng,160,55751,3104,1,21,1999,Millenium
41821,The Gods Themselves,Isaac Asimov,4.09,1857989341,9.78E+12,eng,288,42770,1022,2,10,2000,Millenium
12787,Falling Angel,William Hjortsberg,3.92,1933618086,9.78E+12,eng,302,2243,220,11,1,2006,MillipedePress
7400,The Baby Emergency (Tennengarrah Clinic #1),Carol Marinelli,3.6,263181499,9.78E+12,eng,285,0,0,6,1,2004,Mills&Boon
7895,Maud Hart Lovelace's Deep Valley: A Guidebook of Mankato Places in the Betsy-Tacy Series,Julie A. Schrader,4.29,971316821,9.78E+12,eng,325,58,8,12,31,2002,MinnesotaHeritagePublishing
4669,The St. Paul Stories of F. Scott Fitzgerald,F. Scott Fitzgerald,4,873515129,9.78E+12,en-US,328,100,11,9,24,2004,MinnesotaHistoricalSocietyPress
7896,Early Candlelight,Maud Hart Lovelace,3.69,873512693,9.78E+12,eng,342,184,30,8,15,1992,MinnesotaHistoricalSocietyPress
10220,Death in the Andamans,M.M. Kaye,3.93,312252811,9.78E+12,eng,272,845,57,2,11,2000,MinotaurBooks
10221,Death in Berlin,M.M. Kaye,3.89,312263082,9.78E+12,eng,272,889,62,6,8,2000,MinotaurBooks
16315,Crooked House,Agatha Christie,4.04,031298166X,9.78E+12,eng,276,24849,1429,8,19,2002,MinotaurBooks
25565,Hot Spot (Mark Manning Mystery  #6),Michael Craft,3.85,312313640,9.78E+12,eng,288,80,1,6,4,2003,MinotaurBooks
11278,Hardcase (Joe Kurtz  #1),Dan Simmons,3.68,312980167,9.78E+12,en-US,291,1067,61,8,19,2002,MinotaurBooks
