book_id,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,Unnamed: 12,id,best_book_id1,work_id1,books_count1,isbn1,isbn131,authors1,original_publication_year,original_title1,title1,language_code1,average_rating1,ratings_count1,work_ratings_count1,work_text_reviews_count1,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url1,small_image_url,tag_name,toread_count,currently_reading
18930,The Uses of Literature,Italo Calvino/Patrick Creagh,4.07,156932504,9.78E+12,eng,341,900,32,10/21/1987,Mariner Books,,,,,,,,,,,,,,,,,,,,,,,,,,
18931,Please Stop Laughing at Me... One Woman's Inspirational Story,Jodee Blanco,3.85,1580628362,9.78E+12,en-US,288,9662,897,3/1/2003,Adams Media,,8290.0,18931.0,647861.0,26.0,1580628362,9780000000000.0,Jodee Blanco,2003.0,Please Stop Laughing at Me... One Woman's Inspirational Story,Please Stop Laughing at Me... One Woman's Inspirational Story,en-US,3.84,9178.0,10414.0,1051.0,410.0,865.0,2339.0,3171.0,3629.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"toread, nonfiction, currentlyreading, memoir, favorites, memoirs, biography, bullying, booksiown, روايات, psychology, autobiography, abuse, biographymemoir, kindle, owned, education, bookclub, youngadult, ownedbooks",0.0,189.0
18937,In the Beginning...Was the Command Line,Neal Stephenson,3.8,380815931,9.78E+12,en-US,151,6638,329,11/9/1999,William Morrow Paperbacks,,,,,,,,,,,,,,,,,,,,,,,,,,
18942,The Extraordinary Cases of Sherlock Holmes,Arthur Conan Doyle,4.21,140367055,9.78E+12,eng,277,552,37,6/1/1994,Puffin Books,,,,,,,,,,,,,,,,,,,,,,,,,,
18943,Confessions of an Ugly Stepsister,Gregory Maguire,3.53,60987529,9.78E+12,en-US,372,53782,3344,10/3/2000,William Morrow Paperbacks,,2192.0,18943.0,1758112.0,27.0,60987529,9780000000000.0,Gregory Maguire,1999.0,Confessions of an Ugly Stepsister,Confessions of an Ugly Stepsister,en-US,3.51,50526.0,52251.0,3334.0,1560.0,5746.0,18019.0,18101.0,8825.0,https://images.gr-assets.com/books/1338457460m/18943.jpg,https://images.gr-assets.com/books/1338457460s/18943.jpg,"toread, fantasy, fairytales, booksiown, favorites, historicalfiction, owned, fairytale, currentlyreading, retellings, bookclub, scififantasy, gregorymaguire, adultfiction, default, fiction, historical, adult, youngadult, fairytaleretellings",0.0,162.0
18947,Jane Austen For Dummies,Joan Elizabeth Klingel Ray,4.03,470008296,9.78E+12,eng,362,524,62,8/1/2006,John Wiley,,,,,,,,,,,,,,,,,,,,,,,,,,
18952,The Rediscovery of Man,Cordwainer Smith,4.14,1857988191,9.78E+12,eng,368,2396,98,5/13/1999,Gollancz,,,,,,,,,,,,,,,,,,,,,,,,,,
18956,Homicide: A Year on the Killing Streets,David Simon,4.38,805080759,9.78E+12,eng,646,12071,837,8/22/2006,Holt McDougal,,8323.0,18956.0,3187942.0,26.0,805080759,9780000000000.0,David Simon,1991.0,Homicide: A Year on the Killing Streets,Homicide: A Year on the Killing Streets,en-US,4.38,10279.0,12035.0,932.0,101.0,250.0,1226.0,3913.0,6545.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"toread, nonfiction, currentlyreading, truecrime, crime, favorites, owned, history, journalism, mystery, toreadnonfiction, kindle, baltimore, readin, ebook, sociology, tobuy, booksiown, library, fiction",0.0,699.0
18957,The Corner: A Year in the Life of an Inner-City Neighborhood,David Simon/Edward Burns,4.43,767900316,9.78E+12,eng,576,4404,434,6/15/1998,Broadway Books,,,,,,,,,,,,,,,,,,,,,,,,,,
18959,El Libertador: Writings of Simón Bolívar,Simón Bolívar/Frederick H. Fornoff/David Bushnell,3.84,195144813,9.78E+12,eng,288,7,1,5/15/2003,Oxford University Press  USA,,,,,,,,,,,,,,,,,,,,,,,,,,
18962,Hands Collected: The Books of Simon Perchik,Simon Perchik/David Baratier,4.25,188635085X,9.78E+12,eng,566,4,0,1/1/2000,Pavement Saw Press,,,,,,,,,,,,,,,,,,,,,,,,,,
18963,Morgoth's Ring (The History of Middle-Earth  #10),J.R.R. Tolkien/Christopher Tolkien,4.13,395680921,9.78E+12,eng,478,1619,44,12/14/1993,Houghton Mifflin Harcourt,,,,,,,,,,,,,,,,,,,,,,,,,,
18964,The War of the Jewels (The History of Middle-Earth  #11),J.R.R. Tolkien/Christopher Tolkien,3.93,395710413,9.78E+12,eng,470,3329,15,12/6/1994,Houghton Mifflin Harcourt,,,,,,,,,,,,,,,,,,,,,,,,,,
18966,The Silmarillion,J.R.R. Tolkien/Christopher Tolkien,3.92,261102427,9.78E+12,eng,384,292,40,2/7/1999,HarperCollins,,,,,,,,,,,,,,,,,,,,,,,,,,
18967,The Sillymarillion: An Unauthorized Parody of J.R.R. Tolkien's Classic the Silmarillion,Donald  Lloyd,3.54,1593600259,9.78E+12,eng,192,25,6,9/28/2004,Cold Spring Press,,,,,,,,,,,,,,,,,,,,,,,,,,
18977,The Silmarillion,J.R.R. Tolkien/Christopher Tolkien,3.92,48231533,9.78E+12,eng,441,368,44,3/12/1979,Unwin Paperbacks,,,,,,,,,,,,,,,,,,,,,,,,,,
18981,Hayao Miyazaki: Master of Japanese Animation,Helen McCarthy,3.93,1880656418,9.78E+12,en-US,240,317,19,9/1/1999,Stone Bridge Press,,,,,,,,,,,,,,,,,,,,,,,,,,
18984,Cliffs Notes on Frank's The Diary of Anne Frank,Dorothea Shefer-Vanson/CliffsNotes/Anne Frank,4.32,822003902,9.78E+12,eng,64,70,1,7/10/1984,Cliffs Notes,,,,,,,,,,,,,,,,,,,,,,,,,,
18990,The Honourable Schoolboy,John le Carré,3.95,743457919,9.78E+12,eng,589,11733,513,10/29/2002,Scribner Book Company,,9233.0,18990.0,79986.0,114.0,743457919,9780000000000.0,John le Carré,1977.0,The Honourable Schoolboy,The Honourable Schoolboy,eng,3.94,9346.0,11827.0,599.0,83.0,467.0,2832.0,5109.0,3336.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"toread, fiction, espionage, spy, thriller, currentlyreading, mystery, owned, favorites, default, johnlecarre, spies, spynovels, thrillers, mysterythriller, spythriller, suspense, audiobooks, spyfiction, novels",0.0,97.0
19022,Valparaiso,Don DeLillo,3.33,033042694X,9.78E+12,eng,107,383,21,4/1/2004,Pan MacMillan,,,,,,,,,,,,,,,,,,,,,,,,,,
19040,No More Water in the Tub!,Tedd Arnold/Mark Buehner,3.95,140564306,9.78E+12,eng,32,214,38,12/1/1998,Puffin Books,,,,,,,,,,,,,,,,,,,,,,,,,,
19041,Big Red Tub,Julia Jarman/Adrian    Reynolds,4.03,439672325,9.78E+12,eng,32,241,29,12/1/2004,Orchard,,,,,,,,,,,,,,,,,,,,,,,,,,
19043,Tabby in the Tub (Animal Ark  #29),Ben M. Baglio/Linda Chapman/Jenny Gregory,3.96,439343909,9.78E+12,eng,139,768,33,8/1/2003,Scholastic Paperbacks,,,,,,,,,,,,,,,,,,,,,,,,,,
19052,June Bug (Murder-by-Month Mystery #2),Jess Lourey/J.H. Lourey/Jessica Lourey,3.56,738709123,9.78E+12,eng,229,764,71,3/8/2007,Midnight Ink,,,,,,,,,,,,,,,,,,,,,,,,,,
19056,Wickett's Remedy,Myla Goldberg,3.27,1400078121,9.78E+12,eng,370,1557,231,10/10/2006,Anchor Books,,,,,,,,,,,,,,,,,,,,,,,,,,
19057,I Am the Messenger,Markus Zusak/Emmanuel Pailler,4.07,375836675,9.78E+12,eng,357,110898,11457,5/9/2006,Alfred A. Knopf Borzoi Books,,1087.0,19057.0,2737065.0,79.0,375836675,9780000000000.0,Markus Zusak,2002.0,The Messenger,I Am the Messenger,en-US,4.09,93119.0,104510.0,11483.0,1448.0,4626.0,18714.0,38345.0,41377.0,https://images.gr-assets.com/books/1398483261m/19057.jpg,https://images.gr-assets.com/books/1398483261s/19057.jpg,"toread, favorites, currentlyreading, youngadult, fiction, ya, mystery, booksiown, contemporary, readin, owned, favourites, bookclub, realisticfiction, tobuy, ownedbooks, audiobooks, library, audiobook, kindle",0.0,2234.0
19062,Getting the Girl (Wolfe Brothers  #3),Markus Zusak,3.7,043938950x,9.78E+12,eng,256,4327,385,6/1/2004,Push,,,,,,,,,,,,,,,,,,,,,,,,,,
19063,The Book Thief,Markus Zusak/Cao Xuân Việt Khương,4.37,375831002,9.78E+12,eng,552,1516367,86881,3/14/2006,Alfred A. Knopf,,47.0,19063.0,878368.0,251.0,375831002,9780000000000.0,Markus Zusak,2005.0,The Book Thief,The Book Thief,eng,4.36,1159741.0,1287798.0,93611.0,17892.0,35360.0,135272.0,377218.0,722056.0,https://images.gr-assets.com/books/1390053681m/19063.jpg,https://images.gr-assets.com/books/1390053681s/19063.jpg,"favorites, toread, historicalfiction, fiction, youngadult, bookclub, booksiown, ya, currentlyreading, historical, owned, favourites, readin, war, holocaust, ownedbooks, classics, wwii, history, favourİtes",0.0,3486.0
19065,Fighting Ruben Wolfe (Wolfe Brothers  #2),Markus Zusak/Stig Wemyss,3.84,439241871,9.78E+12,eng,224,3105,223,6/1/2002,Push,,,,,,,,,,,,,,,,,,,,,,,,,,
19066,Underdog (Wolfe Brothers  #1),Markus Zusak,3.38,3473352349,9.78E+12,eng,153,2591,207,5/1/1999,Ravensburger Buchverlag,,,,,,,,,,,,,,,,,,,,,,,,,,
19067,Nicomachean Ethics,Aristotle/Martin Ostwald,3.94,23895306,9.78E+12,en-US,352,265,20,1/11/1962,Prentice Hall/Simon & Schuster Company (Englewood Cliffs  NJ),,,,,,,,,,,,,,,,,,,,,,,,,,
19068,The Nicomachean Ethics,Aristotle/James Alexander Kerr Thomson/Jonathan Barnes/Hugh Tredennick,3.94,140449493,9.78E+12,eng,329,23683,472,1/29/2004,Penguin Classics,,3930.0,19068.0,2919427.0,447.0,140449493,9780000000000.0,"Aristotle, J.A.K. Thomson, Jonathan Barnes, Hugh Tredennick",-350.0,Ἠθικὰ Νικομάχεια ,The Nicomachean Ethics,eng,3.91,19380.0,25469.0,626.0,534.0,1557.0,6091.0,8682.0,8605.0,https://images.gr-assets.com/books/1472992134m/19068.jpg,https://images.gr-assets.com/books/1472992134s/19068.jpg,"toread, favorites, currentlyreading, booksiown, politics, greek, philosophy, ancient, college, classical, ownedbooks, greatbooks, philosophyreligion, readforschool, academic, ancientgreece, filosofia, forschool, politicalphilosophy, ancientphilosophy",0.0,108.0
19072,Nicomachean Ethics,Aristotle/Hippocrates George Apostle,3.94,911589031,9.78E+12,eng,372,13,0,5/1/1984,Peripatetic Press,,,,,,,,,,,,,,,,,,,,,,,,,,
19075,Madame Bovary,Gustave Flaubert/Geoffrey Wall/Michèle Roberts,3.67,140449124,9.78E+12,eng,327,3620,394,12/31/2002,Penguin Classics,,,,,,,,,,,,,,,,,,,,,,,,,,
19078,Madame Bovary (Critical Editions),Gustave Flaubert/Margaret Cohen/Eleanor Marx,3.67,393979172,9.78E+12,en-US,576,401,33,12/19/2004,W.W. Norton & Company,,,,,,,,,,,,,,,,,,,,,,,,,,
19081,Madame Bovary,Gustave Flaubert/Donada  Peters,3.67,1400132746,9.78E+12,eng,0,3,0,10/1/2006,Tantor Media,,,,,,,,,,,,,,,,,,,,,,,,,,
19082,The Complete Works: The Revised Oxford Translation  Vol. 1,Aristotle/Jonathan Barnes,4.43,691099502,9.78E+12,eng,1757,2318,17,9/1/1984,Bollingen/Princeton University Press (NJ),,,,,,,,,,,,,,,,,,,,,,,,,,
19083,Politics,Aristotle,3.94,486414248,9.78E+12,eng,368,26727,274,11/15/2000,Dover Publications,,3949.0,19083.0,14746717.0,355.0,486414248,9780000000000.0,Aristotle,-350.0,Politics,Politics,eng,3.91,22128.0,24041.0,289.0,439.0,1424.0,5899.0,8275.0,8004.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"philosophy, toread, politics, classics, nonfiction, politicalscience, history, owned, politicalphilosophy, political, politicaltheory, currentlyreading, greek, booksiown, default, classic, kindle, school, ancientgreece, favorites",0.0,48.0
19084,Aristotle's Ethics (SparkNotes Literature Guides),SparkNotes,3,158663822X,9.78E+12,eng,80,2,0,6/13/2003,SparkNotes,,,,,,,,,,,,,,,,,,,,,,,,,,
19088,The Politics and The Constitution of Athens,Aristotle/Stephen Everson,3.98,521484006,9.78E+12,eng,327,407,12,10/13/1996,Cambridge University Press,,,,,,,,,,,,,,,,,,,,,,,,,,
19090,Middlemarch,George Eliot/Megan McDaniel/Lynne Sharon Schwartz/Lynn Sharon Schwartz,3.96,1593080239,9.78E+12,eng,848,503,121,4/1/2003,Barnes  Noble Classics,,,,,,,,,,,,,,,,,,,,,,,,,,
19093,Middlemarch,George Eliot/Harriet Walter,3.96,141804513,9.78E+12,eng,6,50,14,1/28/2003,Penguin Audio UK,,,,,,,,,,,,,,,,,,,,,,,,,,
19099,Silas Marner,George Eliot,3.64,1591940486,9.78E+12,eng,279,165,6,5/31/2006,Townsend Press,,,,,,,,,,,,,,,,,,,,,,,,,,
19100,1984,George Orwell/Mauricio Molina/Miguel Martínez Sarmiento,4.18,9685270880,9.79E+12,spa,301,451,42,8/1/2002,Lectorum,,,,,,,,,,,,,,,,,,,,,,,,,,
19103,The Complete Tales of Nikolai Gogol  Volume 1,Nikolai Gogol/Constance Garnett/Leonard J. Kent,4.32,226300684,9.78E+12,en-US,302,311,14,4/15/1985,University of Chicago Press,,,,,,,,,,,,,,,,,,,,,,,,,,
19104,The Overcoat and Other Short Stories,Nikolai Gogol,4.21,486270572,9.78E+12,rus,103,8944,196,2/21/1992,Dover Publications,,,,,,,,,,,,,,,,,,,,,,,,,,
19106,The Nose,Nikolai Gogol/Kevin Hawkes,3.89,688104649,9.78E+12,eng,31,12968,446,9/29/1994,HarperCollins Publishers,,9561.0,19106.0,1265588.0,133.0,688104649,9780000000000.0,"Nikolai Gogol, Kevin Hawkes",1836.0,Нос,The Nose,eng,3.92,10202.0,12102.0,516.0,182.0,692.0,2986.0,4239.0,4003.0,https://images.gr-assets.com/books/1360321953m/19106.jpg,https://images.gr-assets.com/books/1360321953s/19106.jpg,"classics, shortstories, currentlyreading, russian, fiction, russianliterature, books, toread, favorites, russia, russianlit, bookstoreadbeforeyoudie, literature, classic, thcentury, satire, shortstory, owned, humor, fantasy",0.0,261.0
19108,Dead Souls,Nikolai Gogol/Richard Pevear/Larissa Volokhonsky,3.99,1400043190,9.78E+12,eng,445,388,49,9/21/2004,Everyman's Library,,,,,,,,,,,,,,,,,,,,,,,,,,
19117,Fathers and Sons,Ivan Turgenev/George Reavy/Jane Costlow,3.96,451529693,9.78E+12,eng,244,49911,1127,2/1/2005,Signet Book,,2131.0,19117.0,1294426.0,493.0,451529693,9780000000000.0,"Ivan Turgenev, George Reavy, Jane Costlow",1862.0,Отцы и дѣти,Fathers and Sons,eng,3.94,41870.0,49363.0,1485.0,543.0,2559.0,11599.0,19225.0,15437.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"classics, currentlyreading, fiction, russian, russianliterature, favorites, literature, russianlit, classic, owned, novels, thcentury, books, booksiown, novel, russianclassics, historicalfiction, ownedbooks, bookstoreadbeforeyoudie, default",0.0,983.0
19118,Father to Son  (The Destroyer  #129),Warren Murphy/Richard Sapir/James Mullaney,4.11,373632444,9.78E+12,eng,349,60,4,10/1/2002,Gold Eagle,,,,,,,,,,,,,,,,,,,,,,,,,,
19124,Children of the Star (Children of the Star  #1-3),Sylvia Engdahl,4.24,1892065142,9.78E+12,eng,728,168,12,1/10/2000,Meisha Merlin Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,
19125,From Far Away,Robert Munsch/Michael Martchenko/Saoussan Askar,4,155037396X,9.78E+12,eng,33,219,21,2/1/1995,Annick Press,,,,,,,,,,,,,,,,,,,,,,,,,,
19126,From Far Away  Vol. 01,Kyoko Hikawa/Trina Robbins/Yuko Sawada/Walden Wong,4.31,1591165997,9.78E+12,eng,200,5827,125,11/9/2004,VIZ Media,,,,,,,,,,,,,,,,,,,,,,,,,,
19129,Silos  Politics and Turf Wars: A Leadership Fable about Destroying the Barriers That Turn Colleagues Into Competitors,Patrick Lencioni,4.05,787976385,9.78E+12,eng,224,2677,166,2/1/2006,Jossey-Bass,,,,,,,,,,,,,,,,,,,,,,,,,,
19134,Moral Politics: How Liberals and Conservatives Think,George Lakoff,4.03,226467716,9.78E+12,eng,471,1260,130,5/1/2002,University Of Chicago Press,,,,,,,,,,,,,,,,,,,,,,,,,,
19135,'Salem's Lot,Stephen King/Ron McLarty,4.02,743536959,9.78E+12,en-US,0,56,5,1/19/2004,Simon & Schuster Audio,,,,,,,,,,,,,,,,,,,,,,,,,,
19136,El misterio de Salem's Lot,Stephen King/Marta I. Guastavino,4.02,8484504794,9.79E+12,spa,509,16,3,12/17/2002,Plaza & Janes Editores  S.A.,,,,,,,,,,,,,,,,,,,,,,,,,,
19137,'Salem's Lot,Stephen King,4.02,451098277,9.78E+12,eng,817,18,3,8/1/1976,Signet,,,,,,,,,,,,,,,,,,,,,,,,,,
19144,Prodigal Blues,Gary A. Braunbeck/Deena Warner,4.25,1587671093,9.78E+12,eng,304,221,28,5/1/2006,Cemetery Dance Publications,,,,,,,,,,,,,,,,,,,,,,,,,,
19148,The Divine Comedy  Vol. I: Inferno,Dante Alighieri/Mark Musa,4,140444416,9.78E+12,eng,432,305,19,11/28/1984,Penguin Classics,,,,,,,,,,,,,,,,,,,,,,,,,,
19152,The Divine Comedy I: Hell,Dante Alighieri/Dorothy L. Sayers,4,140440062,9.78E+12,eng,347,696,75,1/27/2005,Penguin Classics,,,,,,,,,,,,,,,,,,,,,,,,,,
19155,The Divine Comedy  Vol. 1: Inferno,Dante Alighieri/Mark Musa,4,142437220,9.78E+12,eng,432,2172,166,2/27/2003,Penguin Classics,,,,,,,,,,,,,,,,,,,,,,,,,,
19156,Could Do Better: Why Children Underachieve and What to Do About It,Harvey P. Mandel/Sander I. Marcus/Loral Dean,3.8,047115847X,9.78E+12,eng,291,2,0,8/13/1996,Wiley,,,,,,,,,,,,,,,,,,,,,,,,,,
19163,Inferno,Dante Alighieri/Allen Mandelbaum/Barry Moser/Gabriel Marruzzo/Laury Magnus,4,553213393,9.78E+12,eng,396,1075,86,8/3/2004,Bantam Books,,,,,,,,,,,,,,,,,,,,,,,,,,
19164,Purgatorio (La Divina Commedia #2),Dante Alighieri/Robert M. Durling,4.02,195087453,9.78E+12,ita,704,15675,244,4/8/2004,Oxford University Press  USA,,5940.0,19164.0,2377265.0,385.0,195087453,9780000000000.0,"Dante Alighieri, Robert M. Durling",1320.0,Purgatorio,"Purgatorio (The Divine Comedy, #2)",ita,4.01,13740.0,17533.0,511.0,210.0,1038.0,3980.0,5436.0,6869.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"toread, classics, poetry, currentlyreading, fiction, literature, owned, classic, favorites, religion, booksiown, italian, fantasy, default, medieval, philosophy, italy, ownedbooks, italianliterature, library",0.0,463.0
19165,Dante Alighieri's Divine Comedy  the Inferno,Dante Alighieri,4,812034112,9.78E+12,en-US,101,5,0,10/1/1984,Barron's Educational Series,,,,,,,,,,,,,,,,,,,,,,,,,,
19166,The Portable Dante,Dante Alighieri/Mark Musa,4.22,142437549,9.78E+12,eng,654,278,38,7/29/2003,Penguin Books,,,,,,,,,,,,,,,,,,,,,,,,,,
19171,Purgatorio (The Divine Comedy  #2),Dante Alighieri/Allen Mandelbaum/Laury Magnus/Anthony Oldcorn/Daniel Feldman/Barry Moser,4.02,055321344X,9.78E+12,eng,413,460,33,8/3/2004,Bantam Books,,,,,,,,,,,,,,,,,,,,,,,,,,
19172,The Divine Comedy  Vol. 3: Paradise,Dante Alighieri/Mark Musa,3.95,140444432,9.78E+12,eng,433,378,32,7/31/1986,Penguin Classics,,,,,,,,,,,,,,,,,,,,,,,,,,
19173,The Divine Comedy  Vol. 2: Purgatory,Dante Alighieri/Mark Musa,4.02,140444424,9.78E+12,eng,399,764,49,5/30/1985,Penguin Classics,,,,,,,,,,,,,,,,,,,,,,,,,,
19176,Vita Nuova,Dante Alighieri/Mark Musa,3.87,253201624,9.78E+12,eng,210,67,10,4/22/1973,Indiana University Press,,,,,,,,,,,,,,,,,,,,,,,,,,
19178,The Rime of the Ancient Mariner and Other Poems,Samuel Taylor Coleridge/Stanley Appelbaum,3.94,486272664,9.78E+12,eng,76,3058,78,9/18/1992,Dover Publications,,,,,,,,,,,,,,,,,,,,,,,,,,
19179,Beowulf,Unknown/Burton Raffel,3.44,451527402,9.78E+12,eng,160,2753,150,9/1/1999,Signet Classics,,,,,,,,,,,,,,,,,,,,,,,,,,
19180,Beowulf: A Dual-Language Edition,Unknown/Howell D. Chickering,3.44,1400096227,9.78E+12,eng,464,246,32,2/14/2006,Anchor,,,,,,,,,,,,,,,,,,,,,,,,,,
19181,Beowulf: A New Telling,Robert Nye,3.5,440905605,9.78E+12,eng,94,1690,326,3/15/1982,Dell,,,,,,,,,,,,,,,,,,,,,,,,,,
19182,Beowulf,Michael Morpurgo/Michael Foreman,3.85,763632066,9.78E+12,eng,96,51,8,10/24/2006,Candlewick Press,,,,,,,,,,,,,,,,,,,,,,,,,,
19193,Seamus Heaney,Helen Vendler,4.07,674002059,9.78E+12,eng,208,61,10,3/1/2000,Harvard University Press,,,,,,,,,,,,,,,,,,,,,,,,,,
19199,The Spirit Level: Poems,Seamus Heaney,4.14,374525110,9.78E+12,eng,82,94,12,4/10/1997,Farrar  Straus and Giroux,,,,,,,,,,,,,,,,,,,,,,,,,,
19243,New Selected Poems 1966-1987,Seamus Heaney,4.19,571143725,9.78E+12,eng,246,356,19,3/4/2002,Faber and Faber,,,,,,,,,,,,,,,,,,,,,,,,,,
19254,Finders Keepers: Selected Prose  1971-2001,Seamus Heaney,4.15,571210910,9.78E+12,en-GB,432,16,0,4/7/2003,Faber and Faber,,,,,,,,,,,,,,,,,,,,,,,,,,
19257,Canopy: A Work for Voice and Light in Harvard Yard,David   Ward/Parveen Adams/Seamus Heaney/Ivan Gaskell,0,916724948,9.78E+12,eng,63,0,0,12/31/1997,Arts Publications,,,,,,,,,,,,,,,,,,,,,,,,,,
19259,Electric Light,Seamus Heaney,3.94,571207987,9.78E+12,en-GB,81,30,2,3/19/2001,Faber and Faber,,,,,,,,,,,,,,,,,,,,,,,,,,
19263,Norden,Seamus Heaney,4.09,3446187499,9.78E+12,ger,127,2,0,8/1/1996,Carl Hanser,,,,,,,,,,,,,,,,,,,,,,,,,,
19279,Norte,Seamus Heaney/Margarita Ardanaz,4.09,8475173462,9.79E+12,spa,155,6,1,11/28/1992,Hiperión,,,,,,,,,,,,,,,,,,,,,,,,,,
19282,The Odyssey,Homer/Robert Fitzgerald/Seamus Heaney,3.76,1857150945,9.78E+12,eng,509,48,3,10/8/1992,Everyman,,,,,,,,,,,,,,,,,,,,,,,,,,
19290,Paradise Lost,John Milton/Scott Elledge,3.82,393962938,9.78E+12,eng,688,421,40,3/17/1993,W. W. Norton & Company,,,,,,,,,,,,,,,,,,,,,,,,,,
19293,Tolkien: The Illustrated Encyclopaedia,David Day,4.13,684839792,9.78E+12,eng,288,3965,25,9/1/1996,Touchstone,,,,,,,,,,,,,,,,,,,,,,,,,,
19295,Ten Days to Self-Esteem,David D. Burns,3.96,688094554,9.78E+12,eng,336,436,19,3/17/1999,William Morrow Paperbacks,,,,,,,,,,,,,,,,,,,,,,,,,,
19298,The Swords of Night and Day (The Drenai Saga  #11),David Gemmell,4.32,552146781,9.78E+12,eng,640,6954,93,4/1/2005,Corgi,,,,,,,,,,,,,,,,,,,,,,,,,,
19302,Pippi Longstocking,Astrid Lindgren/Florence Lamborn/Louis S. Glanzman,4.13,142402494,9.78E+12,eng,160,147067,2558,4/21/2005,Puffin Books,,868.0,19302.0,2056462.0,215.0,142402494,9780000000000.0,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",1945.0,Pippi Långstrump,Pippi Longstocking,eng,4.11,123065.0,130305.0,2615.0,1749.0,5293.0,25615.0,41802.0,55846.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"childrens, classics, children, childrensbooks, fiction, currentlyreading, favorites, childhood, kids, youngadult, classic, fantasy, kidsbooks, toread, childhoodfavorites, childrensliterature, childrenslit, humor, booksiown, middlegrade",0.0,667.0
19307,Pippi in the South Seas,Astrid Lindgren/Gerry Bothmer,4.11,670557110,9.78E+12,en-US,126,15193,173,9/18/1959,Viking Books for Young Readers,,8161.0,19307.0,1316342.0,68.0,670557110,9780000000000.0,"Astrid Lindgren, Gerry Bothmer",1948.0,Pippi Långstrump i Söderhavet,Pippi in the South Seas,en-US,4.1,13911.0,14941.0,209.0,213.0,553.0,3072.0,4735.0,6368.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"toread, childrens, children, childrensbooks, fiction, childhood, classics, kids, favorites, adventure, childhoodfavorites, currentlyreading, fantasy, owned, youngadult, booksiown, humor, childrenslit, swedish, kidsbooks",0.0,33.0
19308,Pippi Goes on Board,Astrid Lindgren/Florence Lamborn/Nancy Seligsohn,4.12,140309594,9.78E+12,eng,140,10399,156,2/24/1977,Puffin Books,,,,,,,,,,,,,,,,,,,,,,,,,,
19311,The Children of Noisy Village,Astrid Lindgren/Ilon Wikland/Florence Lamborn,4.29,014032609X,9.78E+12,eng,128,5920,205,2/2/1988,Puffin Books,,,,,,,,,,,,,,,,,,,,,,,,,,
19312,The Brothers Lionheart,Astrid Lindgren/Ilon Wikland/Jill M. Morgan,4.36,1930900244,9.78E+12,eng,231,20235,453,12/31/2004,Purple House Press,,7039.0,19312.0,2056484.0,92.0,1930900244,9780000000000.0,"Astrid Lindgren, Ilon Wikland, Jill M. Morgan",1973.0,Bröderna Lejonhjärta,The Brothers Lionheart,eng,4.35,16325.0,20233.0,613.0,211.0,518.0,2379.0,5898.0,11227.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"toread, favorites, fantasy, children, childrens, childrensbooks, classics, currentlyreading, fiction, childhood, favourites, swedish, owned, booksiown, kids, scandinavian, adventure, childrensliterature, youngadult, classic",0.0,168.0
19313,Christmas in Noisy Village,Astrid Lindgren/Ilon Wikland/Florence Lamborn,4.18,140503447,9.78E+12,en-US,32,830,41,10/29/1981,Puffin Books,,,,,,,,,,,,,,,,,,,,,,,,,,
